price,size,lsize,age,bathp,month,poolag,poolig,firep,sager,dagar,car_p,busy_rd,ele
77500,800,3432,80,4,52,0,0,0,0,0,0,0,0
345000,3500,9135,125,16,64,0,0,1,0,0,0,0,0
137000,1100,3680,80,5,67,0,0,0,0,0,0,0,0
140000,1470,4356,80,4,69,0,0,1,0,0,0,0,0
128900,950,3633,0,4,68,0,0,0,1,0,0,0,1
167000,1760,2976,80,4,70,0,0,0,0,0,0,0,1
176000,1858,6710,1,6,62,0,0,0,0,1,0,0,1
235000,2500,7904,1,14,63,0,0,1,0,1,0,0,1
118000,1350,6230,80,4,51,0,0,0,0,0,0,0,0
105000,1000,5000,30,4,51,0,0,0,0,0,0,0,0
134500,908,6100,30,4,67,0,0,0,0,0,0,0,0
139000,1050,6000,28,4,69,0,0,1,1,0,0,0,0
149900,1160,5841,22,6,69,0,0,0,1,0,0,0,0
130000,1160,5800,22,6,61,0,0,0,1,0,0,0,0
171000,1900,10404,0,9,62,0,0,1,0,1,0,0,0
118000,1015,5652,29,7,49,0,0,1,0,0,1,0,0
77500,987,2800,80,4,50,0,0,0,0,0,0,0,0
119500,1000,2879,80,4,55,0,0,1,0,0,0,0,0
86900,966,4000,80,4,52,0,0,0,0,0,0,0,0
147900,1290,4935,30,4,68,0,0,0,0,0,0,0,0
110500,1000,1699,18,7,56,0,0,0,0,0,1,0,0
89000,1050,4374,6,6,50,0,0,0,0,0,0,0,1
108500,1050,4374,6,6,59,0,0,0,0,0,0,0,1
107000,1132,4200,6,6,51,0,1,0,0,0,0,0,0
97000,1100,3150,6,4,55,0,0,0,0,0,0,0,1
158000,1750,6600,21,6,68,0,0,0,0,1,0,0,0
126000,1000,8957,33,4,66,0,0,0,0,0,0,0,0
99000,963,7002,30,4,57,0,0,0,0,0,0,0,0
105000,1375,6750,23,5,51,0,0,0,0,0,0,0,0
170500,1800,5500,18,7,54,0,0,1,1,0,0,0,0
164000,1600,7268,17,7,63,0,0,1,1,0,0,0,0
133000,1400,6720,18,7,62,0,0,0,1,0,0,0,0
113000,1100,7605,24,6,49,1,0,1,1,0,0,1,0
119000,1165,5610,80,6,63,0,0,1,0,0,0,1,0
115400,1112,11222,37,7,64,0,0,1,0,0,0,1,0
115400,1112,11222,37,7,64,0,0,1,0,0,0,1,0
107000,806,4388,28,4,69,0,0,0,0,0,0,1,0
164000,1357,8736,16,6,65,0,0,1,1,0,0,0,0
130900,1254,3210,0,9,63,0,0,1,1,0,0,0,1
134000,1285,4734,1,8,65,0,0,0,1,0,0,0,0
192500,1900,9040,17,7,65,0,0,1,0,0,0,0,0
180000,1610,9510,21,8,55,0,0,1,1,0,0,0,0
130000,1050,8125,27,9,52,0,0,0,0,0,0,1,1
145000,955,5583,25,8,70,0,0,0,0,0,0,1,0
126000,1025,6600,27,6,61,0,0,1,0,0,1,1,0
68000,750,6405,80,4,50,0,0,1,0,0,0,1,0
175000,1400,7165,118,3,66,0,0,0,0,0,0,1,0
96000,950,4095,15,7,50,0,0,1,0,0,1,1,0
94500,1000,5000,25,4,51,0,0,0,0,0,0,1,0
235000,2200,12000,14,11,56,0,0,1,0,1,0,1,0
278000,2700,9000,11,11,70,0,0,0,0,1,0,1,0
139000,1507,10010,18,6,65,0,0,1,0,0,1,1,0
110000,735,11078,80,8,64,0,0,0,0,0,0,1,0
134000,1150,12100,40,3,65,0,0,0,0,0,0,0,0
162000,2016,5620,9,10,59,0,0,1,0,1,0,0,1
151000,1280,5600,12,9,69,0,0,1,0,0,0,0,1
159900,1250,10088,10,6,69,0,0,1,1,0,0,0,1
126000,1060,6688,27,6,65,0,0,0,0,0,0,0,0
137000,964,6688,35,7,67,0,0,1,1,0,0,0,0
94250,1050,4618,20,4,56,0,0,0,0,0,0,0,0
117500,1018,3483,1,6,63,0,0,0,1,0,0,0,1
225000,2000,8190,2,9,65,0,0,1,0,1,0,0,0
118000,1100,6489,2,7,58,0,0,1,0,1,0,1,1
139500,1255,7535,0,6,61,0,0,0,0,1,0,1,0
116000,1020,5777,26,4,51,0,0,0,0,0,0,0,0
135000,1020,5777,27,7,67,0,0,1,0,0,0,0,0
135000,1350,5936,3,6,53,0,0,0,1,0,0,1,1
145000,1360,7668,5,6,64,0,0,0,1,0,0,1,0
158000,1110,6840,5,7,70,0,0,1,0,1,0,1,0
155000,1195,6912,7,6,67,0,0,1,1,0,0,1,0
117000,1250,4416,14,6,68,0,0,0,0,0,0,1,0
110000,1100,3523,11,6,69,0,0,1,0,0,0,1,0
98900,1110,6048,19,4,51,0,0,0,0,0,0,0,1
102500,1100,4754,20,4,56,0,0,0,0,0,0,0,0
112000,1200,7304,19,4,68,0,0,0,0,0,0,0,0
149000,1150,6702,21,7,66,0,0,0,0,0,0,0,0
85800,705,5576,45,4,56,0,0,0,0,0,0,0,0
107500,800,5545,32,4,62,0,0,1,0,0,0,0,0
157000,1210,4312,6,9,54,0,0,1,0,1,0,0,0
146000,1053,5500,6,6,58,0,0,1,0,1,0,0,0
201000,1938,7920,5,9,67,0,0,1,0,1,0,0,0
162000,1640,5733,1,10,50,0,0,1,0,1,0,1,0
220000,1994,6756,4,9,67,0,0,1,0,1,0,1,0
130900,1190,6120,18,6,58,0,0,1,1,0,0,0,0
124900,1300,5500,10,9,51,0,0,0,1,0,0,0,1
118000,1459,5500,11,9,49,0,0,0,1,0,0,0,1
134000,1400,5200,12,6,68,0,0,0,1,0,0,0,1
99900,1200,5775,50,4,50,0,0,0,0,0,0,1,0
114000,1500,2700,80,6,65,0,0,0,0,0,0,1,0
114000,1560,2700,80,6,65,0,0,0,0,0,0,1,0
155000,1296,9000,55,4,68,0,0,1,0,0,0,1,0
144000,2300,2136,80,6,63,0,0,0,0,0,0,1,0
125000,1731,3080,70,8,63,0,0,0,0,0,0,1,0
157500,1690,4576,130,4,62,0,0,0,0,0,0,1,0
120000,1043,14884,16,7,65,0,0,0,0,0,0,0,0
199000,2000,5460,11,9,64,0,0,1,1,0,0,0,0
164900,1300,5460,9,6,69,0,0,0,1,0,0,0,0
84900,1350,3800,74,6,51,0,0,0,0,0,0,1,0
85000,1000,4400,80,4,57,0,0,1,1,0,0,1,0
90000,1155,2600,80,6,52,0,0,0,0,0,0,1,0
90000,742,3280,43,5,59,0,0,0,0,0,0,1,0
72500,744,3600,80,4,66,0,0,0,0,0,0,1,0
60000,1350,2420,80,4,56,0,0,0,0,0,0,1,0
112900,1430,3478,50,3,63,0,0,1,0,0,0,1,0
79500,1360,2257,87,4,65,0,0,0,0,0,0,0,0
125000,1380,5208,80,5,59,0,0,1,0,0,0,0,0
138500,1892,4558,65,6,60,0,0,1,0,0,0,0,0
70000,1623,8712,80,6,24,0,0,0,1,0,0,0,0
51700,1180,6834,80,7,28,0,0,0,0,0,0,0,0
26000,900,3300,80,4,15,0,0,0,0,0,0,0,0
58900,1200,3700,57,4,31,0,0,0,0,0,0,0,0
62900,1250,5663,9,7,3,0,0,1,1,0,0,0,1
50250,1500,5016,80,4,8,0,0,0,0,0,0,0,0
47100,1000,4080,80,3,31,0,0,0,0,0,0,0,0
63500,1020,6500,23,4,24,0,0,0,0,0,0,0,0
52000,1200,4000,45,4,1,0,0,1,0,0,1,0,0
68000,1200,4000,47,4,31,0,0,1,0,0,1,0,0
74000,1014,9000,15,7,28,0,0,0,0,0,1,0,0
71000,1050,6480,11,6,26,0,0,0,0,0,0,0,0
72500,1065,6724,11,7,6,0,1,1,0,0,0,0,0
61000,1250,6180,11,4,1,0,0,1,0,0,0,0,0
50000,812,4410,80,4,11,0,0,0,1,0,0,0,0
56400,705,2640,30,4,33,0,0,1,0,0,0,0,1
69000,2100,5270,75,8,29,0,0,0,0,0,0,0,0
62000,908,3000,3,6,31,0,0,0,0,0,0,0,0
54500,1200,2686,3,4,14,0,0,0,0,0,0,0,0
37900,900,2686,65,4,2,0,0,0,0,0,0,0,0
86000,1500,6510,9,9,27,0,0,1,1,0,0,0,0
60000,1175,5964,8,6,10,0,0,0,0,0,0,0,0
61500,1000,8010,7,6,4,0,0,0,1,0,0,0,0
33000,750,3250,80,4,6,0,0,0,0,0,0,0,0
44000,1000,4242,39,6,4,0,0,0,0,0,0,0,0
39000,1150,3760,80,3,10,0,0,0,0,0,0,0,0
75200,1585,7260,20,4,4,0,0,0,1,0,0,0,0
68000,1465,6720,18,6,6,0,0,1,0,0,0,0,0
76000,1465,5500,22,6,25,0,0,1,0,0,0,0,0
78500,1300,6889,14,7,13,0,0,1,1,0,0,0,0
49900,1065,4410,80,4,17,0,0,0,0,0,0,0,0
41500,1200,4770,80,4,5,0,0,0,0,0,0,0,0
65900,1460,4488,80,4,32,0,0,0,0,0,0,0,0
57500,1300,6300,8,7,29,0,0,0,0,0,0,0,1
52000,1330,4500,9,6,17,0,0,0,0,0,0,0,1
59900,1032,8372,8,4,12,0,0,1,0,0,0,0,1
57500,1100,6300,8,4,15,0,0,1,0,0,0,0,1
67000,780,5814,9,4,33,0,0,0,0,0,0,0,1
59000,900,8372,25,4,28,0,0,0,0,0,1,0,0
125000,1920,14348,10,9,4,0,1,1,0,1,0,0,1
118900,1641,17030,11,7,31,0,1,1,0,1,0,0,0
50000,1000,2850,6,7,27,0,0,1,0,0,0,0,0
84500,1550,10404,16,8,2,0,0,0,0,1,0,0,0
70000,1380,8370,14,8,34,0,0,0,0,0,0,0,0
66500,1100,7480,13,6,20,0,0,1,0,0,0,0,0
61000,920,5814,11,6,23,0,0,0,0,0,0,0,0
85000,1000,8120,19,6,31,0,0,1,0,0,0,0,0
73900,1096,6931,1,6,12,0,0,0,1,0,0,0,1
78000,1000,8372,4,6,31,0,0,0,1,0,0,0,1
61500,900,6202,2,6,14,0,0,0,1,0,0,0,1
127000,1752,7353,1,9,31,0,0,1,0,1,0,0,0
75500,1100,2500,26,4,29,0,1,0,1,0,0,0,0
72000,2172,4700,80,4,29,0,0,0,0,0,0,0,0
33500,1020,8800,80,4,19,0,0,0,0,0,0,0,0
74500,2100,12000,80,7,32,0,0,0,0,0,0,0,0
88750,1500,10758,80,4,28,0,0,0,0,0,0,0,0
44500,1289,10065,80,4,29,0,0,0,0,0,0,0,0
29000,1398,2675,80,4,12,0,0,0,0,0,0,0,0
60900,1060,9240,12,8,6,0,0,0,0,0,0,0,0
82950,1110,2809,1,7,26,0,0,0,1,0,0,0,1
44000,1035,2700,8,4,2,0,0,0,0,0,0,0,0
49000,1024,6000,35,4,16,0,0,0,0,0,0,0,0
91500,1318,6600,17,7,19,0,0,1,1,0,0,0,0
70000,1224,1800,75,4,32,0,0,0,0,0,0,0,0
58000,950,6825,80,4,22,0,0,0,1,0,0,0,0
76900,1260,9653,1,6,19,0,0,0,0,1,0,0,0
63000,1100,8190,16,4,11,0,0,0,1,0,0,0,0
86000,1500,8510,15,7,26,0,0,1,1,0,0,0,0
87500,1295,7183,2,6,31,0,0,1,1,0,0,0,0
87000,1190,9073,1,9,7,0,0,1,0,1,0,0,0
84500,1400,5400,15,4,29,0,0,1,0,0,0,0,0
80000,1000,5968,13,4,36,0,0,1,0,0,0,0,0
33000,750,4410,80,3,15,0,0,0,0,0,1,0,0
61500,900,6750,25,3,16,0,0,0,0,0,0,0,0
50000,936,5000,80,4,20,0,0,0,0,0,0,0,0
55500,900,6750,27,6,5,0,0,0,0,0,0,0,0
75000,900,6084,29,8,28,0,0,0,0,0,0,0,0
60000,1280,6900,27,8,24,0,0,0,1,0,0,0,0
81500,1150,9550,13,4,14,0,0,0,0,0,0,0,0
68500,1000,5340,26,10,33,0,0,1,0,0,0,0,0
59500,1050,6521,7,4,1,0,0,0,1,0,0,0,0
69000,1300,5000,25,3,34,0,0,1,0,0,0,0,0
52750,1280,5112,9,6,6,0,0,0,0,0,0,0,0
51000,1200,5738,10,6,16,0,0,0,0,0,0,0,0
81500,1300,1849,15,6,24,0,0,1,1,0,0,0,0
67500,920,6500,15,6,19,0,0,1,0,0,1,0,0
38000,1150,2912,80,7,9,0,0,0,0,0,0,0,0
68500,1550,25000,80,4,33,0,0,0,0,0,0,0,0
48500,1127,4452,80,4,25,1,0,0,0,0,0,0,0
59000,1800,6018,60,6,9,0,0,1,1,0,0,0,0
96500,1800,4865,71,4,34,0,0,1,0,0,0,0,0
64500,1850,4494,80,6,12,0,0,0,0,0,1,0,0
59400,1248,6250,30,6,10,0,0,0,0,0,0,0,0
65500,1050,6750,31,4,16,0,0,0,0,0,0,0,0
77500,1100,6500,26,7,30,0,0,0,0,0,0,0,0
87500,1250,11130,30,6,29,0,1,0,1,0,0,0,0
108000,2100,9409,17,9,21,0,0,1,0,1,0,0,0
150000,2200,10201,18,6,18,0,0,1,0,1,0,0,0
43000,1100,4123,2,4,2,0,0,0,0,0,0,0,1
59000,1100,8790,5,6,34,0,0,0,0,0,0,0,0
47500,1020,7680,3,6,6,0,0,0,0,0,0,0,0
47000,1070,3410,3,4,17,0,0,0,0,0,0,0,1
51500,1050,15006,4,4,24,1,0,0,0,0,0,0,1
51900,1100,8556,4,6,21,0,0,0,0,0,0,0,0
50000,1000,3780,5,6,24,0,0,0,0,0,0,0,0
59500,1006,3570,80,4,32,0,0,0,0,0,0,0,1
61500,1006,3570,80,4,32,0,0,0,0,0,0,0,1
46900,1000,3570,6,4,20,0,0,0,0,0,0,0,1
54000,1100,2860,4,4,30,0,0,0,0,0,0,0,1
52000,1050,3536,4,4,26,0,0,0,0,0,0,0,0
49000,980,14340,3,6,3,0,0,1,0,0,0,0,0
62500,1000,2180,5,6,32,0,0,0,0,0,0,0,0
48000,1100,2740,5,4,14,0,0,0,0,0,0,0,0
82000,1500,7183,2,6,30,0,0,0,1,0,0,0,1
81000,1271,5929,2,4,34,0,0,0,0,0,0,0,1
73000,1082,5830,30,7,30,0,0,0,0,0,0,0,0
60000,1075,6806,28,4,15,0,0,0,0,0,0,0,0
86000,1230,9150,11,7,26,0,0,1,1,0,0,1,0
57500,1156,6561,11,4,34,0,0,0,0,0,0,1,0
54000,1250,5256,13,6,24,0,0,0,0,0,0,1,0
52500,1310,5625,6,6,26,0,0,0,0,0,0,1,0
82000,1224,5500,15,7,18,0,0,1,1,0,0,1,0
87000,1560,5565,6,6,7,0,0,1,1,0,0,0,0
119000,2320,6300,5,9,6,0,0,1,0,1,0,0,0
81500,1348,5250,6,6,3,0,1,0,1,0,0,0,0
70000,1290,5250,2,6,13,0,0,0,0,0,0,0,1
46000,1094,3600,9,4,10,0,0,0,1,0,0,0,0
52250,1080,9900,10,8,9,0,0,0,0,0,0,0,0
57500,1100,3900,10,8,28,0,0,0,0,0,0,0,0
73500,1500,4922,80,8,16,0,0,1,0,0,0,0,0
65825,900,4620,12,7,16,1,0,0,0,0,0,0,0
72500,900,4620,13,6,32,0,1,0,0,0,0,0,0
58000,1050,3960,13,7,17,0,0,0,0,0,0,0,0
68000,1400,5820,10,6,1,0,0,1,1,0,0,0,0
116900,1630,5006,1,9,29,0,0,1,0,1,0,0,0
59000,1077,13168,35,6,17,0,0,0,0,0,0,0,0
71500,950,8484,37,4,29,0,0,0,0,0,0,0,0
79000,1480,7744,15,6,27,0,0,0,1,0,0,0,0
65000,1200,5750,14,4,6,0,0,0,1,0,0,0,0
39000,900,5500,80,4,3,0,0,0,0,0,0,0,0
63000,1200,8320,75,6,25,0,0,0,0,0,0,0,0
49000,900,3600,35,3,8,0,0,0,0,0,0,0,0
54500,1250,3600,32,4,28,0,0,0,0,0,0,0,0
77300,1100,27140,1,7,10,0,0,1,1,0,0,0,0
72000,1350,7439,10,6,7,0,0,0,1,0,0,0,0
72000,1410,7920,17,8,25,0,0,0,0,1,0,0,0
60000,1334,3813,80,3,19,0,0,0,0,0,0,0,0
48500,1100,2600,80,3,8,0,0,1,0,0,0,0,0
72000,1118,2660,35,4,2,0,0,1,1,0,0,0,0
78000,1250,5148,14,7,31,0,0,1,0,0,0,0,0
55000,880,6480,30,4,20,0,0,0,0,0,0,0,0
56900,1000,6720,26,4,14,0,0,0,1,0,0,0,0
50500,980,9702,27,7,3,0,0,0,0,0,0,0,0
65000,1050,10252,25,4,23,0,0,0,0,0,0,0,0
64500,1100,8060,24,7,9,0,0,1,0,0,0,0,0
79500,1150,6760,23,7,27,0,0,0,1,0,0,0,0
70500,985,9458,24,4,29,0,0,0,0,0,1,0,0
41000,900,4600,30,4,24,0,0,0,0,0,0,0,0
49000,705,4600,39,3,31,0,0,0,0,0,0,0,0
43000,1250,4600,39,4,13,0,0,0,0,0,0,0,0
44900,1727,4620,80,6,8,0,0,0,0,0,0,0,0
48000,1344,4601,80,6,1,0,0,0,0,0,0,0,0
78800,1600,4264,75,4,31,0,0,1,0,0,0,0,0
37000,950,3108,35,4,19,0,0,0,0,0,0,0,0
49000,1100,3780,59,4,5,0,0,0,0,0,0,0,0
105700,1650,7290,1,3,26,0,0,1,0,1,0,1,0
78700,1364,6202,1,4,29,0,0,0,1,0,0,1,1
57500,1200,6200,33,4,31,0,0,0,0,0,0,1,0
43500,1750,4572,80,5,2,0,1,0,0,0,0,1,1
57500,1152,5472,7,6,11,0,0,1,0,0,1,1,0
55000,1100,6950,32,4,20,0,0,0,0,0,1,0,0
60900,1100,6180,16,6,7,0,0,0,0,0,0,0,0
54900,1250,6045,12,6,33,0,0,0,0,0,0,0,0
35815,950,9300,80,3,33,0,0,0,0,0,0,0,0
67000,1550,7266,65,6,36,0,0,0,0,0,0,0,0
38500,700,3691,80,4,14,0,0,1,0,0,0,0,0
42500,1100,6660,80,4,35,0,0,0,0,0,0,0,0
26000,1080,2828,80,5,13,0,0,0,0,0,0,0,0
35400,700,2958,80,3,31,0,0,1,0,0,0,0,0
45500,1480,13860,80,4,6,0,0,0,0,0,0,0,0
82000,1553,6300,17,7,30,0,0,0,1,0,0,0,0
52000,765,8700,50,4,31,0,0,0,0,0,0,0,0
57500,960,5000,1,7,5,0,0,0,0,0,1,0,0
36500,700,3300,80,4,14,0,0,0,0,0,0,0,0
67000,1050,4840,22,4,35,0,0,0,0,0,0,0,0
39000,1000,7245,80,3,20,0,0,0,0,0,0,0,0
50000,1700,4096,80,7,22,0,0,1,0,0,0,1,0
53000,1350,2756,55,5,36,0,0,1,0,0,0,1,0
68000,1500,8649,80,6,35,0,0,0,1,0,0,1,0
53000,1200,24571,36,4,18,0,0,0,0,0,0,1,0
105000,1670,6123,3,9,5,0,0,1,0,1,0,0,0
87500,1520,5250,3,7,29,0,0,1,1,0,0,0,1
67000,1804,12078,37,11,10,0,0,0,0,0,0,0,0
44000,1000,5400,80,4,16,0,0,0,0,0,0,0,0
78000,1628,3321,80,5,21,0,0,0,0,0,0,0,0
85500,1500,3564,60,4,34,0,0,0,0,0,0,0,0
73500,1450,7100,8,6,14,0,0,0,1,0,0,0,1
55000,1200,5050,80,7,3,0,0,0,0,0,0,0,0
129000,2100,7650,1,10,33,0,0,1,0,1,0,0,1
119000,1850,5300,1,10,25,0,0,1,1,0,0,0,1
42000,1200,4290,80,4,17,0,0,0,1,0,0,0,0
44900,1100,9064,80,4,13,0,0,0,0,0,0,0,1
79000,1366,7353,6,6,18,0,0,1,1,0,0,0,0
59500,1038,7014,12,4,5,0,0,1,0,0,0,0,0
56000,950,5720,10,4,4,0,0,0,0,0,0,0,0
68500,1200,7506,4,6,19,0,0,0,1,0,0,0,1
51000,1195,3090,6,4,19,0,0,0,0,0,0,0,1
80500,1000,8100,9,8,24,0,1,0,1,0,0,0,1
83800,1185,11340,9,5,20,1,0,0,1,0,0,0,1
109000,2100,6270,12,8,34,0,0,1,1,0,0,0,0
71500,1250,6600,13,7,13,0,0,1,0,0,0,0,1
82500,1700,6600,13,6,4,0,0,1,1,0,0,0,0
115000,1870,9900,25,9,7,0,0,1,0,1,0,0,0
45500,1050,8804,80,4,27,0,0,0,0,0,0,0,0
41000,1300,3300,80,6,3,0,0,0,0,0,0,0,0
42500,900,5000,32,4,1,0,0,0,0,0,0,0,0
54500,720,5000,36,4,34,0,0,0,0,0,0,0,0
51500,1360,3500,80,7,15,1,0,0,0,0,0,0,0
84500,1540,5500,9,9,29,0,0,1,0,1,0,0,1
46900,1080,6050,23,4,8,0,0,0,0,0,0,0,0
91000,1430,6889,80,4,35,0,0,0,1,0,0,0,1
83000,1125,5712,12,6,33,0,0,0,1,0,0,0,0
68000,1794,4935,7,7,2,0,0,0,1,0,0,0,0
88000,1150,5940,12,8,32,0,1,0,1,0,0,0,0
84000,1120,5712,13,6,33,0,0,0,1,0,0,0,0
90500,1300,5454,13,7,34,1,0,0,1,0,0,0,0
60000,932,5500,14,6,12,0,0,0,0,0,0,0,0
45500,950,6270,80,4,4,0,0,0,0,0,0,0,0
74000,1865,6554,14,7,3,0,0,0,0,1,0,0,1
103500,1650,6496,15,6,29,0,1,1,1,0,0,0,0
135000,2464,17822,22,7,28,0,0,0,0,1,0,1,0
95000,1914,11342,54,6,23,0,0,1,0,1,0,1,0
135000,2000,9600,65,5,33,0,0,1,0,0,0,1,0
86000,1300,13650,27,6,19,0,1,0,0,0,0,1,0
140000,2900,6241,74,8,3,0,0,1,0,0,0,0,0
68000,1274,12850,30,4,33,0,0,0,0,0,0,0,0
53500,950,4440,20,6,20,0,0,0,0,0,0,0,0
76000,1600,3848,70,6,3,0,0,1,0,0,0,0,0
63900,1130,2912,1,8,25,0,0,0,1,0,0,0,1
65900,1130,2354,0,6,28,0,0,0,1,0,0,0,1
67900,1130,2808,0,6,30,0,0,0,1,0,0,0,1
35200,1220,8220,80,4,25,0,0,0,0,0,0,0,0
45500,1400,9506,55,3,8,0,0,0,0,0,0,0,0
49500,736,8340,80,3,29,0,0,0,0,0,0,0,0
44500,1200,8250,27,4,6,0,0,0,0,0,0,0,0
61000,1000,8250,29,4,35,0,0,0,0,0,0,0,0
72500,980,5500,22,7,30,0,0,0,0,0,0,0,0
69500,1066,20378,13,7,32,0,0,0,0,0,0,0,0
63000,1066,8190,13,4,31,0,0,0,0,0,0,0,0
63000,1080,3600,5,4,34,0,0,0,0,0,0,0,1
43500,900,4080,0,4,8,0,0,0,0,0,0,0,1
58000,1100,5041,4,4,31,0,0,0,0,0,0,0,1
71500,925,4920,4,7,34,0,0,0,0,0,0,0,0
46500,1244,3010,80,5,14,0,0,0,0,0,0,0,0
48000,1100,2625,80,4,21,0,0,0,0,0,0,0,0
52000,782,4064,21,6,6,0,0,0,0,0,0,0,0
95000,1850,2998,9,6,22,0,0,1,0,1,0,0,0
93500,1310,7613,10,8,32,0,0,1,0,1,0,0,0
101000,1904,7800,1,9,21,0,0,1,1,0,0,0,0
123000,2000,7500,1,9,25,0,0,1,0,1,0,0,0
64500,900,6441,16,4,22,0,0,0,0,0,0,0,0
53000,1400,5400,60,5,5,0,0,0,0,0,0,0,0
38900,1000,5000,80,7,8,0,0,0,0,0,0,0,0
44000,1400,5000,80,6,1,0,0,1,0,0,0,0,1
67500,1344,3200,50,9,28,0,0,0,0,0,0,0,0
47000,1304,5000,80,3,2,0,0,0,0,0,0,0,0
65250,1304,5000,80,3,25,0,0,0,0,0,0,0,0
64000,1540,5922,40,6,16,0,0,1,0,0,0,0,0
102000,1776,10010,11,6,19,0,0,1,1,0,0,0,0
63000,1470,18023,80,6,28,0,0,0,0,0,1,0,0
56100,1500,6655,28,6,10,0,0,0,0,0,0,0,1
127900,1974,7500,1,9,26,0,0,1,0,1,0,0,0
55500,1800,2479,80,6,13,0,0,0,0,0,0,0,0
32000,800,2576,80,4,8,0,0,0,0,0,0,0,0
48000,1050,4480,60,6,17,1,0,0,0,0,0,0,0
113900,1830,5625,1,9,29,0,0,1,0,1,0,0,0
103000,1770,2998,1,9,22,0,0,1,1,0,0,0,0
42000,1400,3335,80,6,26,0,0,0,0,0,0,0,0
42000,1012,2937,80,3,14,0,0,0,1,0,0,0,0
38000,1188,7000,80,3,22,0,0,0,0,0,0,0,0
31900,800,5670,80,3,27,0,0,0,0,0,0,0,0
93270,1365,8772,1,4,26,0,0,0,1,0,0,0,1
75800,1400,6300,1,10,29,0,0,1,1,0,0,0,1
85000,1470,7232,2,6,31,0,0,0,1,0,0,0,1
75000,1200,6642,3,4,9,0,0,1,0,1,0,0,0
118000,2110,5588,6,9,29,0,0,1,0,1,0,0,0
90000,1500,8100,1,6,18,0,0,1,0,1,0,0,0
48000,1065,3538,9,6,17,0,0,0,0,0,0,0,0
67500,1200,5968,11,6,26,0,0,0,1,0,0,0,0
79000,1200,5500,10,8,32,0,0,0,1,0,0,0,0
76000,1050,5000,10,6,35,0,1,0,0,0,1,0,0
79900,1360,6320,55,4,23,0,0,1,0,0,0,0,0
140000,2400,7425,14,8,28,0,1,1,0,1,0,0,0
81000,1500,8300,34,7,1,0,0,1,1,0,0,0,0
93000,1400,7744,4,8,32,0,0,1,1,0,0,0,0
63000,905,2377,2,4,27,0,0,0,0,0,0,0,0
60000,1035,5775,26,4,24,0,0,0,0,0,0,0,0
48500,1052,3465,23,6,17,0,0,0,0,0,0,0,0
72000,1174,5920,20,6,17,0,0,0,1,0,0,0,0
68900,1553,7353,18,6,5,0,0,1,1,0,0,0,0
106900,1780,11396,9,7,9,1,0,1,0,1,0,0,0
63000,1050,12480,23,7,20,0,0,0,1,0,0,0,0
49300,900,5000,32,4,14,0,0,0,0,0,0,0,0
55900,950,6000,20,4,7,0,0,0,0,0,0,0,0
54510,1008,3510,26,4,34,0,0,0,0,0,1,0,0
96500,2000,6521,5,9,5,0,0,1,1,0,0,0,0
104500,1870,6521,3,9,5,0,1,0,1,0,0,0,0
111000,1800,5814,7,6,31,0,0,1,1,0,0,0,0
115000,1850,5000,2,8,19,0,0,1,0,1,0,0,0
115000,2120,6202,4,9,22,0,0,1,0,1,0,0,0
56900,1050,3481,80,4,26,0,0,1,0,0,0,0,0
57000,1455,3731,57,6,22,0,0,1,0,0,0,0,0
125000,3200,22620,80,10,30,0,0,0,0,1,0,0,0
53000,900,2310,80,6,36,0,0,0,0,0,0,0,0
44500,1065,2340,80,5,28,0,0,1,0,0,0,0,0
44900,990,4680,80,4,3,0,0,0,0,0,0,0,0
92500,1840,5366,60,10,32,0,0,0,0,0,0,0,0
84000,1272,3243,22,7,35,0,0,0,1,0,0,0,0
74000,1100,13865,28,4,11,0,0,0,1,0,0,0,1
97000,1500,8836,16,6,17,0,1,0,1,0,0,0,1
59000,966,5750,27,4,22,0,0,0,0,0,0,0,0
59500,865,6480,27,6,11,0,0,0,0,0,1,0,0
56000,870,6480,27,6,27,0,0,0,0,0,0,0,0
73000,1364,6602,1,6,7,0,0,1,1,0,0,1,0
70000,1368,7225,5,5,5,0,0,0,1,0,0,1,0
78900,1320,4371,80,4,31,0,0,0,1,0,0,1,1
82900,1364,4371,0,4,29,0,0,0,1,0,0,1,1
84000,1450,12321,1,6,30,0,0,0,1,0,0,1,1
68500,1020,6600,5,6,23,0,0,0,1,0,0,1,1
61000,1200,6600,4,6,16,0,0,1,1,0,0,1,1
84500,1275,6710,5,7,35,0,0,0,1,0,0,1,0
62000,1200,6710,3,6,6,0,0,0,0,0,0,1,1
83000,1190,6954,3,9,14,0,0,0,0,1,0,1,0
92500,1771,5250,5,9,14,0,0,1,0,1,0,0,0
97000,1650,5250,7,9,33,0,0,1,1,0,0,0,0
95000,1710,6500,11,7,26,0,0,1,1,0,0,0,1
85500,1280,5450,13,7,30,0,0,1,1,0,0,0,0
65000,1110,5250,14,4,10,0,0,0,0,0,1,0,0
46000,1100,7280,45,4,21,0,0,0,0,0,0,0,0
43500,1200,2500,80,8,32,0,0,0,0,0,0,0,0
59000,1200,5400,80,3,30,0,0,1,1,0,0,0,0
43000,900,3500,1,4,8,0,0,0,0,0,0,0,1
74000,1060,4000,4,6,35,0,0,1,0,0,0,0,1
45500,900,4727,35,4,5,0,0,0,0,0,0,0,0
65000,1007,7700,25,7,14,0,0,0,1,0,0,0,0
